BKNG_ID,HOME_STATE,NATIONALITY,HOME_COUNTRY,AGE,NBR_CRUISES,GROUP_TYPE,BKNG_STATUS,BKNG_OPEN_DATE,BKNG_CANCEL_DATE,CURRENCY_CODE,AIR_FLAG,BKNG_SOURCE,BKNG_TYPE,GENDER,DINING_TIME_CODE,DINING_TIME_CONF_FLAG,INSURANCE_PYMT_DATE,META,NET_TKT_REV,SAIL_DATE
537,SH,CN,CN,64,0,,B,6/20/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,I,98.4,7/28/2012
538,WA,US,US,30,0,G,B,12/9/2011,12/31/1900,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,230.49,7/28/2012
539,IA,US,US,8,0,I,B,1/16/2012,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,I,173.97,7/28/2012
540,,US,,0,0,,C,6/18/2012,6/21/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,S,316.2,7/28/2012
541,WA,US,US,53,15,,B,7/6/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,19.4,7/28/2012
542,WI,US,US,57,1,Q,B,10/6/2011,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,228.36,7/28/2012
543,,US,,19,0,K,C,8/4/2011,9/19/2011,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,I,136.46,7/28/2012
544,CO,US,US,62,0,,B,6/20/2012,12/31/1900,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,V,147.11,7/28/2012
545,UT,US,US,49,1,,C,8/27/2011,8/28/2011,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,S,331.41,7/28/2012
546,MN,US,US,49,2,,C,4/18/2011,12/12/2011,USD,Y,DIRECT,FIT,F,1,Y,12/31/1900,D,838.31,7/28/2012
547,,AU,,51,0,,C,1/9/2012,1/23/2012,AUD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,342.16,7/28/2012
548,MI,US,US,48,0,,B,6/17/2012,12/31/1900,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,V,165.65,7/28/2012
549,MO,US,US,57,0,G,B,1/3/2012,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,246.08,7/28/2012
550,OH,US,US,61,0,,B,3/15/2012,12/31/1900,USD,N,AGENCY,FIT,M,2,Y,12/31/1900,S,262.25,7/28/2012
551,WA,US,US,51,0,,B,6/15/2012,12/31/1900,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,147.11,7/28/2012
552,TN,US,US,39,0,,B,9/6/2011,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,253.27,7/28/2012
553,,TW,,0,0,,C,6/10/2012,6/19/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,O,204.47,7/28/2012
554,CA,US,US,53,0,,B,3/7/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,3/9/2012,D,418.01,7/28/2012
555,CA,NO,US,54,0,,B,7/16/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,110.48,7/28/2012
556,,US,,69,0,G,C,11/18/2011,11/23/2011,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,I,277.8,7/28/2012
557,TN,US,US,68,2,,C,2/15/2012,2/16/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,D,438.08,7/28/2012
558,,US,,0,0,I,B,8/3/2011,12/31/1900,USD,N,AGENCY,GROUP,M,2,Y,12/31/1900,V,241.28,7/28/2012
559,TX,US,US,77,4,,B,6/22/2012,12/31/1900,USD,N,AGENCY,FIT,M,2,Y,6/23/2012,V,173.25,7/28/2012
560,VIC,AU,AU,69,0,G,B,5/30/2012,12/31/1900,AUD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,238.36,7/28/2012
561,TX,US,US,52,0,,B,7/13/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,129.65,7/28/2012
562,CA,US,US,53,0,,C,7/12/2012,7/13/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,I,118.54,7/28/2012
563,GA,US,US,60,0,G,B,1/23/2012,12/31/1900,USD,N,DIRECT,GROUP,M,P,Y,12/31/1900,S,332.83,7/28/2012
564,,US,,0,0,G,C,12/2/2011,12/7/2011,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,I,127.39,7/28/2012
565,MI,US,US,57,0,,C,9/4/2011,9/9/2011,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,236.24,7/28/2012
566,IL,US,US,70,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,O,118.08,7/28/2012
567,OR,KR,US,62,0,,B,7/10/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,129.65,7/28/2012
568,BANGKOK,TH,TH,72,0,,B,11/7/2011,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,D,279.13,7/28/2012
569,IL,US,US,51,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,I,181.75,7/28/2012
570,FL,US,US,56,0,,B,7/1/2012,12/31/1900,USD,N,DIRECT,FIT,F,P,Y,7/1/2012,V,147.11,7/28/2012
571,WA,US,US,0,0,,C,6/26/2012,6/27/2012,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,I,118.54,7/28/2012
572,OR,US,US,63,0,,B,1/16/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,F,188.48,7/28/2012
573,PA,US,US,65,0,,B,10/19/2011,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,269.84,7/28/2012
574,OH,US,US,42,0,G,B,1/12/2012,12/31/1900,USD,N,DIRECT,GROUP,F,P,Y,5/10/2012,D,479.25,7/28/2012
575,,US,,81,0,,C,1/18/2012,1/19/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,318.54,7/28/2012
576,,US,,70,0,,C,3/22/2012,3/27/2012,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,V,267.65,7/28/2012
577,WA,US,US,46,0,,B,7/11/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,136.2,7/28/2012
578,TX,US,US,57,0,,B,7/20/2012,12/31/1900,USD,N,DIRECT,FIT,M,P,Y,7/20/2012,V,147.11,7/28/2012
579,NC,US,US,45,0,,B,11/4/2011,12/31/1900,USD,N,AGENCY,FIT,M,2,Y,12/31/1900,I,163.95,7/28/2012
580,,US,,35,0,,C,6/28/2012,6/29/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,I,105.65,7/28/2012
581,NY,US,US,41,0,,B,6/5/2012,12/31/1900,USD,N,AGENCY,FIT,F,2,Y,6/5/2012,V,105.65,7/28/2012
582,IA,US,US,17,0,I,B,12/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,I,266.44,7/28/2012
583,CA,US,US,45,0,Q,B,3/2/2012,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,D,718.6,7/28/2012
584,,US,,0,0,I,B,8/3/2011,12/31/1900,USD,N,AGENCY,GROUP,M,2,Y,12/31/1900,V,241.28,7/28/2012
585,MN,US,US,32,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,O,291.45,7/28/2012
586,FL,US,US,46,7,G,B,12/20/2011,12/31/1900,USD,N,AGENCY,GROUP,F,1,Y,12/31/1900,V,199.94,7/28/2012
587,,US,,63,0,,C,6/22/2012,6/23/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,F,117.65,7/28/2012
588,WA,US,US,57,0,,B,1/15/2012,12/31/1900,USD,N,DIRECT,FIT,F,P,Y,1/15/2012,D,518.54,7/28/2012
589,SA,AU,AU,70,0,G,B,12/15/2011,12/31/1900,AUD,N,AGENCY,GROUP,M,P,Y,12/31/1900,O,252.26,7/28/2012
590,FL,US,US,44,0,,C,7/26/2011,7/27/2011,USD,N,DIRECT,FIT,F,2,Y,12/31/1900,V,274.27,7/28/2012
591,MD,US,US,0,0,,C,8/2/2011,1/11/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,S,354.25,7/28/2012
592,MN,US,US,61,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,O,181.64,7/28/2012
593,,CA,,49,0,,C,1/27/2012,2/15/2012,USD,N,AGENCY,FIT,F,1,Y,12/31/1900,V,273.65,7/28/2012
594,NY,US,US,69,0,,B,10/21/2011,12/31/1900,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,S,330.68,7/28/2012
595,,US,,65,0,,C,1/4/2012,1/4/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,0,7/28/2012
596,WI,US,US,23,0,,B,6/6/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,I,105.65,7/28/2012
597,,US,,41,0,,C,3/9/2011,3/18/2011,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,288.36,7/28/2012
598,,CA,,72,0,,C,1/27/2012,2/15/2012,USD,N,AGENCY,FIT,F,1,Y,12/31/1900,D,411.65,7/28/2012
599,CA,US,US,49,0,Q,C,6/8/2012,6/11/2012,USD,N,AGENCY,GROUP,M,2,Y,12/31/1900,O,189.17,7/28/2012
600,GA,US,US,53,0,G,B,11/3/2011,12/31/1900,USD,N,AGENCY,GROUP,F,1,Y,12/31/1900,V,214.22,7/28/2012
601,MN,US,US,33,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,I,144.07,7/28/2012
602,,US,,17,0,,C,8/2/2011,1/11/2012,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,S,354.25,7/28/2012
603,MI,US,US,57,0,Q,C,4/4/2012,4/9/2012,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,226.28,7/28/2012
604,COAH,MX,MX,42,0,,B,5/1/2012,12/31/1900,USD,N,DIRECT,FIT,M,2,Y,12/31/1900,V,297.11,7/28/2012
605,NE,US,US,87,0,I,C,3/8/2011,8/3/2012,USD,Y,AGENCY,GROUP,M,P,Y,12/31/1900,F,157.73,7/28/2012
606,,US,,0,0,Q,C,11/21/2011,12/1/2011,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,226.05,7/28/2012
607,SC,US,US,17,0,G,B,1/23/2012,12/31/1900,USD,N,DIRECT,GROUP,F,P,Y,12/31/1900,I,189.97,7/28/2012
608,,US,,0,0,,C,6/18/2012,6/21/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,316.2,7/28/2012
609,AL,US,US,26,0,,B,6/20/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,129.65,7/28/2012
610,,US,,0,0,I,C,1/16/2012,1/16/2012,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,I,0,7/28/2012
611,CA,US,US,53,0,G,B,12/8/2011,12/31/1900,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,75.4,7/28/2012
612,UT,US,US,33,0,,B,6/21/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,I,105.65,7/28/2012
613,,US,,16,0,,C,7/3/2012,7/3/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,I,0,7/28/2012
614,FL,US,US,55,4,,B,6/21/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,134.01,7/28/2012
615,GA,US,US,52,0,,B,7/16/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,129.65,7/28/2012
616,CA,US,US,90,0,,B,4/15/2012,12/31/1900,USD,Y,DIRECT,FIT,M,1,Y,5/3/2012,D,498.67,7/28/2012
617,MN,US,US,57,0,I,C,9/9/2011,7/31/2012,USD,N,AGENCY,GROUP,M,1,Y,12/31/1900,I,116.61,7/28/2012
618,,CA,,0,0,,C,7/17/2012,7/18/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,129.65,7/28/2012
619,,US,,35,0,Q,C,11/2/2011,11/3/2011,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,I,141.7,7/28/2012
620,WA,US,US,52,0,I,B,8/3/2011,12/31/1900,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,V,237.99,7/28/2012
621,IL,US,US,37,0,,B,7/3/2012,12/31/1900,USD,N,DIRECT,FIT,M,2,Y,7/3/2012,V,147.11,7/28/2012
622,QLD,AU,AU,61,0,G,B,9/9/2011,12/31/1900,AUD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,302.89,7/28/2012
623,TN,US,US,62,0,,B,11/4/2011,12/31/1900,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,I,163.95,7/28/2012
624,IL,US,US,67,1,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,V,5.25,7/28/2012
625,,US,,,0,,C,2/17/2012,2/22/2012,USD,,AGENCY,FIT,,P,Y,12/31/1900,V,0,7/28/2012
626,IL,US,US,68,0,I,B,9/9/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,V,221.3,7/28/2012
627,TX,US,US,48,4,,C,12/2/2011,12/6/2011,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,309.16,7/28/2012
628,WA,US,US,54,9,,B,7/6/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,19.4,7/28/2012
629,MN,US,US,74,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,F,97.96,7/28/2012
630,,US,,57,0,K,C,5/27/2011,9/19/2011,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,O,176.32,7/28/2012
631,MI,US,US,56,0,,B,6/16/2012,12/31/1900,USD,N,DIRECT,FIT,M,P,Y,6/16/2012,V,154.25,7/28/2012
632,NJ,US,US,51,1,,B,7/19/2012,12/31/1900,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,V,147.11,7/28/2012
633,,US,,58,0,,C,3/31/2011,4/1/2011,USD,N,DIRECT,FIT,F,2,Y,12/31/1900,D,481.41,7/28/2012
634,SD,US,US,43,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,F,97.96,7/28/2012
635,ND,US,US,52,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,O,177.15,7/28/2012
636,IL,US,US,46,0,G,B,3/8/2012,12/31/1900,USD,N,AGENCY,GROUP,F,1,Y,12/31/1900,I,124.23,7/28/2012
637,,US,,0,0,,C,4/28/2011,5/3/2011,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,288.36,7/28/2012
638,,US,,0,0,,C,7/10/2012,7/12/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,147.11,7/28/2012
639,,US,,13,0,,C,4/28/2011,5/3/2011,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,245.66,7/28/2012
640,AZ,US,US,37,1,,B,6/19/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,I,105.65,7/28/2012
641,IA,US,US,52,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,O,119.08,7/28/2012
642,AB,CA,CA,16,0,G,B,2/17/2012,12/31/1900,USD,N,AGENCY,GROUP,M,1,Y,12/31/1900,V,348.36,7/28/2012
643,WI,US,US,59,0,Q,B,10/6/2011,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,228.36,7/28/2012
644,MI,US,US,30,0,Q,B,11/8/2011,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,236.51,7/28/2012
645,NE,US,US,49,0,I,B,8/3/2011,12/31/1900,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,S,279.88,7/28/2012
646,,CA,,0,0,,C,12/28/2011,1/13/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,I,138.08,7/28/2012
647,,US,,0,0,,C,2/14/2012,2/19/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,297.65,7/28/2012
648,CO,US,US,34,0,,B,1/31/2012,12/31/1900,USD,N,DIRECT,FIT,F,2,Y,12/31/1900,V,318.54,7/28/2012
649,MO,US,US,52,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,F,139.44,7/28/2012
650,WA,US,US,13,0,,B,6/18/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,6/20/2012,V,135.11,7/28/2012
651,GIFU,JP,JP,62,0,,B,4/2/2012,12/31/1900,USD,N,AGENCY,FIT,M,2,Y,12/31/1900,S,251.24,7/28/2012
652,,US,,0,0,,C,7/23/2012,7/24/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,129.65,7/28/2012
653,TX,US,US,58,0,,B,5/21/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,201.65,7/28/2012
654,TX,US,US,77,0,,B,9/5/2011,12/31/1900,USD,N,AGENCY,FIT,M,2,Y,12/31/1900,D,409.51,7/28/2012
655,,US,,32,0,,C,11/3/2011,11/3/2011,USD,Y,AGENCY,FIT,F,P,Y,12/31/1900,V,0,7/28/2012
656,,US,,36,0,,C,4/26/2011,12/12/2011,USD,Y,DIRECT,FIT,F,1,Y,12/31/1900,D,563.33,7/28/2012
657,IN,US,US,65,0,,B,7/6/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,129.65,7/28/2012
658,,US,,0,0,K,C,5/27/2011,9/19/2011,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,I,129.46,7/28/2012
659,IA,US,US,59,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,O,169.15,7/28/2012
660,CA,US,US,78,0,,B,8/5/2011,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,5/3/2012,V,249.93,7/28/2012
661,OH,US,US,62,0,,B,7/17/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,136.2,7/28/2012
662,,US,,22,0,Q,C,11/2/2011,11/3/2011,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,I,141.7,7/28/2012
663,TX,US,US,53,0,,B,7/13/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,129.65,7/28/2012
664,,CA,,0,0,,C,12/22/2011,12/27/2011,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,I,156.08,7/28/2012
665,,US,,0,0,,C,7/5/2012,7/7/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,I,118.54,7/28/2012
666,TX,US,US,20,1,,B,7/6/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,O,122.39,7/28/2012
667,OH,US,US,62,0,,B,3/15/2012,12/31/1900,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,S,262.25,7/28/2012
668,FL,US,US,56,1,,B,7/20/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,129.65,7/28/2012
669,ID,US,US,0,0,,C,6/4/2012,6/5/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,218.54,7/28/2012
670,TX,US,US,40,1,I,B,8/3/2011,12/31/1900,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,I,144.18,7/28/2012
671,,US,,34,0,,C,4/24/2012,5/4/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,259.28,7/28/2012
672,IA,US,US,57,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,I,126.97,7/28/2012
673,,US,,0,0,K,C,6/9/2011,9/12/2011,USD,N,AGENCY,GROUP,M,2,Y,12/31/1900,I,129.29,7/28/2012
674,WA,US,US,54,0,,B,7/23/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,O,71.91,7/28/2012
675,,CA,,0,0,,C,12/28/2011,1/13/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,I,138.08,7/28/2012
676,BANGKOK,TH,TH,55,0,,B,11/7/2011,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,S,237.63,7/28/2012
677,NSW,AU,AU,69,1,G,B,9/27/2011,12/31/1900,AUD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,302.89,7/28/2012
678,ON,CA,CA,80,0,,B,7/17/2012,12/31/1900,CAD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,130.85,7/28/2012
679,,US,,0,0,K,C,2/28/2011,9/19/2011,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,O,78.32,7/28/2012
680,IL,US,US,45,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,O,174.28,7/28/2012
681,,US,,0,0,,C,12/31/2011,1/3/2012,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,S,332.83,7/28/2012
682,WA,US,US,48,0,G,B,11/30/2011,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,5/11/2012,I,135.47,7/28/2012
683,,US,,,0,,B,7/23/2012,12/31/1900,USD,,AGENCY,FIT,,P,Y,12/31/1900,V,0,7/28/2012
684,WA,US,US,70,0,Q,B,11/17/2011,12/31/1900,USD,N,AGENCY,GROUP,F,2,Y,12/31/1900,V,234.08,7/28/2012
685,TOKYO,JP,JP,42,0,,B,7/9/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,123.1,7/28/2012
686,CA,US,US,72,1,,B,7/1/2012,12/31/1900,USD,N,DIRECT,FIT,M,P,Y,7/2/2012,V,142.11,7/28/2012
687,TX,US,US,46,0,G,B,1/6/2012,12/31/1900,USD,N,AGENCY,GROUP,M,1,Y,12/31/1900,S,96.04,7/28/2012
688,,US,,0,0,,C,7/3/2012,7/5/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,131.18,7/28/2012
689,IL,US,US,30,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,O,138.66,7/28/2012
690,MN,US,US,50,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,I,141,7/28/2012
691,NC,US,US,62,7,,C,4/5/2012,4/6/2012,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,S,318.54,7/28/2012
692,MI,US,US,52,1,,B,4/15/2012,12/31/1900,USD,N,DIRECT,FIT,F,P,Y,4/16/2012,V,261.4,7/28/2012
693,SOUTH KOREA,KR,KR,34,0,,B,7/6/2012,12/31/1900,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,304.25,7/28/2012
694,MI,CA,US,63,0,,B,6/20/2012,12/31/1900,USD,N,DIRECT,FIT,M,P,Y,12/31/1900,V,147.11,7/28/2012
695,,US,,0,0,G,C,6/15/2012,8/3/2012,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,262.23,7/28/2012
696,MA,US,US,73,0,G,B,11/21/2011,12/31/1900,USD,N,AGENCY,GROUP,M,1,Y,12/31/1900,V,232.23,7/28/2012
697,,US,,0,0,,C,6/1/2012,6/4/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,237.65,7/28/2012
698,FL,US,US,54,0,G,B,9/21/2011,12/31/1900,USD,N,DIRECT,GROUP,F,P,Y,5/11/2012,F,191.4,7/28/2012
699,ON,CA,CA,52,3,,B,7/23/2012,12/31/1900,CAD,N,DIRECT,FIT,M,P,Y,12/31/1900,V,121.69,7/28/2012
700,MA,US,US,69,1,,B,6/26/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,I,86.75,7/28/2012
701,,US,,44,0,G,C,9/29/2011,11/8/2011,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,V,244.66,7/28/2012
702,UT,US,US,49,0,,C,2/1/2012,2/6/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,F,192.05,7/28/2012
703,,US,,53,0,,C,5/4/2011,3/1/2012,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,249.65,7/28/2012
704,NE,US,US,37,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,F,107.6,7/28/2012
705,MN,US,US,18,0,,C,6/12/2012,7/23/2012,USD,N,AGENCY,FIT,M,2,Y,12/31/1900,V,247.16,7/28/2012
706,NE,US,US,56,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,I,115.18,7/28/2012
707,MN,US,US,69,0,I,B,9/9/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,I,138.71,7/28/2012
708,UT,US,US,49,0,,B,6/28/2012,12/31/1900,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,I,118.54,7/28/2012
709,NE,US,US,69,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,I,122.61,7/28/2012
710,IA,US,US,82,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,F,127.64,7/28/2012
711,IA,US,US,35,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,O,117.72,7/28/2012
712,IA,US,US,70,2,,B,7/17/2012,12/31/1900,USD,N,DIRECT,FIT,M,P,Y,7/17/2012,V,147.11,7/28/2012
713,IN,US,US,44,0,,B,6/19/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,I,105.65,7/28/2012
714,,CA,,21,0,,C,1/27/2012,2/15/2012,USD,N,AGENCY,FIT,M,1,Y,12/31/1900,I,176.45,7/28/2012
715,CO,US,US,0,0,,C,7/20/2012,7/21/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,I,118.54,7/28/2012
716,CA,US,US,63,0,,B,2/23/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,2/23/2012,V,276.08,7/28/2012
717,IA,US,US,61,0,I,B,3/8/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,O,34.13,7/28/2012
718,MO,US,US,20,0,G,B,1/3/2012,12/31/1900,USD,N,AGENCY,GROUP,M,P,Y,12/31/1900,I,138.08,7/28/2012
719,WI,US,US,51,1,G,C,9/29/2011,11/8/2011,USD,N,AGENCY,GROUP,F,P,Y,12/31/1900,V,244.66,7/28/2012
720,MN,US,US,60,0,,C,6/12/2012,7/23/2012,USD,N,AGENCY,FIT,F,2,Y,12/31/1900,V,247.16,7/28/2012
721,,US,,0,0,,C,6/28/2012,6/29/2012,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,D,333.65,7/28/2012
722,UT,US,US,56,0,,B,6/19/2012,12/31/1900,USD,N,AGENCY,FIT,F,P,Y,12/31/1900,V,131.83,7/28/2012
723,ND,US,US,55,0,I,B,9/9/2011,12/31/1900,USD,Y,AGENCY,GROUP,M,1,Y,12/31/1900,I,141.33,7/28/2012
724,GA,US,US,64,0,,C,12/8/2011,7/24/2012,USD,N,DIRECT,FIT,F,P,Y,12/31/1900,V,275.68,7/28/2012
725,CA,US,US,52,0,,B,6/13/2012,12/31/1900,USD,N,AGENCY,FIT,M,P,Y,12/31/1900,V,165.65,7/28/2012
726,MN,US,US,33,0,I,B,5/12/2011,12/31/1900,USD,Y,AGENCY,GROUP,F,1,Y,12/31/1900,I,141,7/28/2012
